code,description,category,subcategory,commoncat
316,psychic factors associated with diseases classified elsewhere,mental disorders,"neurotic disorders, personality disorders and other nonpsychotic mental disorders","mental, behavioral and neurodevelopmental disorders"
317,mild mental retardation,mental disorders,mental retardation,"mental, behavioral and neurodevelopmental disorders"
318,other specified mental retardation,mental disorders,mental retardation,"mental, behavioral and neurodevelopmental disorders"
319,unspecified mental retardation,mental disorders,mental retardation,"mental, behavioral and neurodevelopmental disorders"
320,bacterial meningitis,diseases of nervous system and sense organs,inflammatory diseases of the central nervous system,diseases of the nervous system and sensory organs
321,meningitis due to other organisms,diseases of nervous system and sense organs,inflammatory diseases of the central nervous system,diseases of the nervous system and sensory organs
322,meningitis of unspecified cause,diseases of nervous system and sense organs,inflammatory diseases of the central nervous system,diseases of the nervous system and sensory organs
323,"encephalitis, myelitis and encephalomyelitis",diseases of nervous system and sense organs,inflammatory diseases of the central nervous system,diseases of the nervous system and sensory organs
324,intracranial and intraspinal abscess,diseases of nervous system and sense organs,inflammatory diseases of the central nervous system,diseases of the nervous system and sensory organs
325,phlebitis and thrombophlebitis of intracranial venous sinuses,diseases of nervous system and sense organs,inflammatory diseases of the central nervous system,diseases of the nervous system and sensory organs
326,late effects of intracranial abscess or pyogenic infection,diseases of nervous system and sense organs,inflammatory diseases of the central nervous system,diseases of the nervous system and sensory organs
330,cerebral degenerations usually manifest in childhood,diseases of nervous system and sense organs,hereditary and degenerative diseases of central nervous system,diseases of the nervous system and sensory organs
331,other cerebral degenerations,diseases of nervous system and sense organs,hereditary and degenerative diseases of central nervous system,diseases of the nervous system and sensory organs
332,parkinson's disease,diseases of nervous system and sense organs,hereditary and degenerative diseases of central nervous system,diseases of the nervous system and sensory organs
333,other extrapyramidal disease and abnormal movement disorders,diseases of nervous system and sense organs,hereditary and degenerative diseases of central nervous system,diseases of the nervous system and sensory organs
334,spinocerebellar disease,diseases of nervous system and sense organs,hereditary and degenerative diseases of central nervous system,diseases of the nervous system and sensory organs
335,anterior horn cell disease,diseases of nervous system and sense organs,hereditary and degenerative diseases of central nervous system,diseases of the nervous system and sensory organs
336,other diseases of spinal cord,diseases of nervous system and sense organs,hereditary and degenerative diseases of central nervous system,diseases of the nervous system and sensory organs
337,disorders of the autonomic nervous system,diseases of nervous system and sense organs,hereditary and degenerative diseases of central nervous system,diseases of the nervous system and sensory organs
340,multiple sclerosis,diseases of nervous system and sense organs,other disorders of the central nervous system,diseases of the nervous system and sensory organs
341,other demyelinating diseases of central nervous system,diseases of nervous system and sense organs,other disorders of the central nervous system,diseases of the nervous system and sensory organs
342,hemiplegia,diseases of nervous system and sense organs,other disorders of the central nervous system,diseases of the nervous system and sensory organs
343,infantile cerebral palsy,diseases of nervous system and sense organs,other disorders of the central nervous system,diseases of the nervous system and sensory organs
344,other paralytic syndromes,diseases of nervous system and sense organs,other disorders of the central nervous system,diseases of the nervous system and sensory organs
345,epilepsy,diseases of nervous system and sense organs,other disorders of the central nervous system,diseases of the nervous system and sensory organs
346,migraine,diseases of nervous system and sense organs,other disorders of the central nervous system,diseases of the nervous system and sensory organs
347,cataplexy and narcolepsy,diseases of nervous system and sense organs,other disorders of the central nervous system,diseases of the nervous system and sensory organs
348,other conditions of brain,diseases of nervous system and sense organs,other disorders of the central nervous system,diseases of the nervous system and sensory organs
349,other and unspecified disorders of the nervous system,diseases of nervous system and sense organs,other disorders of the central nervous system,diseases of the nervous system and sensory organs
350,trigeminal nerve disorders,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs
351,facial nerve disorders,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs
352,disorders of other cranial nerves,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs
353,nerve root and plexus disorders,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs
354,mononeuritis of upper limb and mononeuritis multiplex,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs
355,mononeuritis of lower limb,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs
356,hereditary and idiopathic peripheral neuropathy,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs
357,inflammatory and toxic neuropathy,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs
358,myoneural disorders,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs
359,muscular dystrophies and other myopathies,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs
360,disorders of the globe,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
361,retinal detachments and defects,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
362,other retinal disorders,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
363,chorioretinal inflammations and scars and other disorders of choroid,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
364,disorders of iris and ciliary body,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
365,glaucoma,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
366,cataract,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
367,disorders of refraction and accommodation,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
368,visual disturbances,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
369,blindness and low vision,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
370,keratitis,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
371,corneal opacity and other disorders of cornea,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
372,disorders of conjunctiva,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
373,inflammation of eyelids,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
374,other disorders of eyelids,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
375,disorders of lacrimal system,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
376,disorders of the orbit,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
377,disorders of optic nerve and visual pathways,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
378,strabismus and other disorders of binocular eye movements,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
379,other disorders of eye,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs
380,disorders of external ear,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs
381,nonsuppurative otitis media and eustachian tube disorders,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs
382,suppurative and unspecified otitis media,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs
383,mastoiditis and related conditions,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs
384,other disorders of tympanic membrane,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs
385,other disorders of middle ear and mastoid,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs
386,vertiginous syndromes and other disorders of vestibular system,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs
387,otosclerosis,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs
388,other disorders of ear,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs
389,deafness,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs
390,rheumatic fever without mention of heart involvement,diseases of the circulatory system,acute rheumatic fever,diseases of the circulatory system
391,rheumatic fever with heart involvement,diseases of the circulatory system,acute rheumatic fever,diseases of the circulatory system
392,rheumatic chorea,diseases of the circulatory system,acute rheumatic fever,diseases of the circulatory system
393,chronic rheumatic pericarditis,diseases of the circulatory system,chronic rheumatic heart disease,diseases of the circulatory system
394,diseases of mitral valve,diseases of the circulatory system,chronic rheumatic heart disease,diseases of the circulatory system
395,diseases of aortic valve,diseases of the circulatory system,chronic rheumatic heart disease,diseases of the circulatory system
396,diseases of mitral and aortic valves,diseases of the circulatory system,chronic rheumatic heart disease,diseases of the circulatory system
397,diseases of other endocardial structures,diseases of the circulatory system,chronic rheumatic heart disease,diseases of the circulatory system
398,other rheumatic heart disease,diseases of the circulatory system,chronic rheumatic heart disease,diseases of the circulatory system
401,essential hypertension,diseases of the circulatory system,hypertensive disease,diseases of the circulatory system
402,hypertensive heart disease,diseases of the circulatory system,hypertensive disease,diseases of the circulatory system
403,hypertensive renal disease,diseases of the circulatory system,hypertensive disease,diseases of the circulatory system
404,hypertensive heart and renal disease,diseases of the circulatory system,hypertensive disease,diseases of the circulatory system
405,secondary hypertension,diseases of the circulatory system,hypertensive disease,diseases of the circulatory system
410,acute myocardial infarction,diseases of the circulatory system,ischaemic heart disease,diseases of the circulatory system
411,other acute and subacute forms of ischaemic heart disease,diseases of the circulatory system,ischaemic heart disease,diseases of the circulatory system
412,old myocardial infarction,diseases of the circulatory system,ischaemic heart disease,diseases of the circulatory system
413,angina pectoris,diseases of the circulatory system,ischaemic heart disease,diseases of the circulatory system
414,other forms of chronic ischaemic heart disease,diseases of the circulatory system,ischaemic heart disease,diseases of the circulatory system
415,acute pulmonary heart disease,diseases of the circulatory system,diseases of pulmonary circulation,diseases of the circulatory system
416,chronic pulmonary heart disease,diseases of the circulatory system,diseases of pulmonary circulation,diseases of the circulatory system
417,other diseases of pulmonary circulation,diseases of the circulatory system,diseases of pulmonary circulation,diseases of the circulatory system
420,acute pericarditis,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system
421,acute and subacute endocarditis,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system
422,acute myocarditis,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system
423,other diseases of pericardium,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system
424,other diseases of endocardium,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system
425,cardiomyopathy,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system
426,conduction disorders,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system
427,cardiac dysrhythmias,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system
428,heart failure,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system
429,ill-defined descriptions and complications of heart disease,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system
430,subarachnoid haemorrhage,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system
431,intracerebral haemorrhage,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system
432,other and unspecified intracranial haemorrhage,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system
433,occlusion and stenosis of precerebral arteries,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system
434,occlusion of cerebral arteries,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system
435,transient cerebral ischaemia,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system
436,acute but ill-defined cerebrovascular disease,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system
437,other and ill-defined cerebrovascular disease,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system
438,late effects of cerebrovascular disease,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system
440,atherosclerosis,diseases of the circulatory system,"diseases of arteries, arterioles and capillaries",diseases of the circulatory system
441,aortic aneurysm,diseases of the circulatory system,"diseases of arteries, arterioles and capillaries",diseases of the circulatory system
442,other aneurysm,diseases of the circulatory system,"diseases of arteries, arterioles and capillaries",diseases of the circulatory system
443,other peripheral vascular disease,diseases of the circulatory system,"diseases of arteries, arterioles and capillaries",diseases of the circulatory system
444,arterial embolism and thrombosis,diseases of the circulatory system,"diseases of arteries, arterioles and capillaries",diseases of the circulatory system
446,polyarteritis nodosa and allied conditions,diseases of the circulatory system,"diseases of arteries, arterioles and capillaries",diseases of the circulatory system
447,other disorders of arteries and arterioles,diseases of the circulatory system,"diseases of arteries, arterioles and capillaries",diseases of the circulatory system
448,diseases of capillaries,diseases of the circulatory system,"diseases of arteries, arterioles and capillaries",diseases of the circulatory system
451,phlebitis and thrombophlebitis,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system
452,portal vein thrombosis,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system
453,other venous embolism and thrombosis,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system
454,varicose veins of lower extremities,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system
455,haemorrhoids,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system
456,varicose veins of other sites,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system
457,noninfective disorders of lymphatic channels,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system
458,hypotension,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system
459,other disorders of circulatory system,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system
460,acute nasopharyngitis (common cold),diseases of the respiratory system,acute respiratory infections,diseases of the respiratory system
461,acute sinusitis,diseases of the respiratory system,acute respiratory infections,diseases of the respiratory system
462,acute pharyngitis,diseases of the respiratory system,acute respiratory infections,diseases of the respiratory system
463,acute tonsillitis,diseases of the respiratory system,acute respiratory infections,diseases of the respiratory system
464,acute laryngitis and tracheitis,diseases of the respiratory system,acute respiratory infections,diseases of the respiratory system
465,acute upper respiratory infections of multiple or unspecified site,diseases of the respiratory system,acute respiratory infections,diseases of the respiratory system
466,acute bronchitis and bronchiolitis,diseases of the respiratory system,acute respiratory infections,diseases of the respiratory system
470,deflected nasal septum,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system
471,nasal polyps,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system
472,chronic pharyngitis and nasopharyngitis,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system
473,chronic sinusitis,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system
474,chronic disease of tonsils and adenoids,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system
475,peritonsillar abscess,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system
476,chronic laryngitis and laryngotracheitis,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system
477,allergic rhinitis,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system
478,other diseases of upper respiratory tract,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system
480,viral pneumonia,diseases of the respiratory system,pneumonia and influenza,diseases of the respiratory system
481,pneumococcal pneumonia,diseases of the respiratory system,pneumonia and influenza,diseases of the respiratory system
482,other bacterial pneumonia,diseases of the respiratory system,pneumonia and influenza,diseases of the respiratory system
483,pneumonia due to other specified organism,diseases of the respiratory system,pneumonia and influenza,diseases of the respiratory system
484,pneumonia in infectious diseases classified elsewhere,diseases of the respiratory system,pneumonia and influenza,diseases of the respiratory system
485,"bronchopneumonia, organism unspecified",diseases of the respiratory system,pneumonia and influenza,diseases of the respiratory system
486,"pneumonia, organism unspecified",diseases of the respiratory system,pneumonia and influenza,diseases of the respiratory system
487,influenza,diseases of the respiratory system,pneumonia and influenza,diseases of the respiratory system
490,"bronchitis, not specified as acute or chronic",diseases of the respiratory system,chronic obstructive pulmonary disease and allied conditions,diseases of the respiratory system
491,chronic bronchitis,diseases of the respiratory system,chronic obstructive pulmonary disease and allied conditions,diseases of the respiratory system
492,emphysema,diseases of the respiratory system,chronic obstructive pulmonary disease and allied conditions,diseases of the respiratory system
493,asthma,diseases of the respiratory system,chronic obstructive pulmonary disease and allied conditions,diseases of the respiratory system
494,bronchiectasis,diseases of the respiratory system,chronic obstructive pulmonary disease and allied conditions,diseases of the respiratory system
495,extrinsic allergic alveolitis,diseases of the respiratory system,chronic obstructive pulmonary disease and allied conditions,diseases of the respiratory system
496,"chronic airways obstruction, not elsewhere classified",diseases of the respiratory system,chronic obstructive pulmonary disease and allied conditions,diseases of the respiratory system
500,coalworkers' pneumoconiosis,diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system
501,asbestosis,diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system
502,pneumoconiosis due to other silica or silicates,diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system
503,pneumoconiosis due to other inorganic dust,diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system
504,pneumopathy due to inhalation of other dust,diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system
505,"pneumoconiosis, unspecified",diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system
506,respiratory conditions due to chemical fumes and vapours,diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system
507,pneumonitis due to solids and liquids,diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system
508,respiratory conditions due to other and unspecified external agents,diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system
510,empyema,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system
511,pleurisy,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system
512,pneumothorax,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system
513,abscess of lung and mediastinum,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system
514,pulmonary congestion and hypostasis,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system
515,postinflammatory pulmonary fibrosis,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system
516,other alveolar and parietoalveolar pneumopathy,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system
517,lung involvement in conditions classified elsewhere,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system
518,other diseases of lung,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system
519,other diseases of respiratory system,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system
520,disorders of tooth development and eruption,diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system
521,diseases of hard tissues of teeth,diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system
522,diseases of pulp and periapical tissues,diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system
523,gingival and periodontal diseases,diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system
524,"dentofacial anomalies, including malocclusion",diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system
525,other diseases and conditions of the teeth and supporting structures,diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system
526,diseases of the jaws,diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system
527,diseases of the salivary glands,diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system
528,"diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue",diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system
529,diseases and other conditions of the tongue,diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system
530,diseases of oesophagus,diseases of the digestive system,"disease of oesophagus, stomach and duodenum",diseases of the digestive system
531,gastric ulcer,diseases of the digestive system,"disease of oesophagus, stomach and duodenum",diseases of the digestive system
532,duodenal ulcer,diseases of the digestive system,"disease of oesophagus, stomach and duodenum",diseases of the digestive system
533,"peptic ulcer, site unspecified",diseases of the digestive system,"disease of oesophagus, stomach and duodenum",diseases of the digestive system
534,gastrojejunal ulcer,diseases of the digestive system,"disease of oesophagus, stomach and duodenum",diseases of the digestive system
535,gastritis and duodenitis,diseases of the digestive system,"disease of oesophagus, stomach and duodenum",diseases of the digestive system
536,disorders of function of stomach,diseases of the digestive system,"disease of oesophagus, stomach and duodenum",diseases of the digestive system
537,other disorders of stomach and duodenum,diseases of the digestive system,"disease of oesophagus, stomach and duodenum",diseases of the digestive system
540,acute appendicitis,diseases of the digestive system,appendicitis,diseases of the digestive system
541,"appendicitis, unqualified",diseases of the digestive system,appendicitis,diseases of the digestive system
542,other appendicitis,diseases of the digestive system,appendicitis,diseases of the digestive system
543,other diseases of appendix,diseases of the digestive system,appendicitis,diseases of the digestive system
550,inguinal hernia,diseases of the digestive system,hernia of abdominal cavity,diseases of the digestive system
551,"other hernia of abdominal cavity, with gangrene",diseases of the digestive system,hernia of abdominal cavity,diseases of the digestive system
552,"other hernia of abdominal cavity with obstruction, without mention of gangrene",diseases of the digestive system,hernia of abdominal cavity,diseases of the digestive system
553,other hernia of abdominal cavity without mention of obstruction or gangrene,diseases of the digestive system,hernia of abdominal cavity,diseases of the digestive system
555,regional enteritis,diseases of the digestive system,noninfective enteritis and colitis,diseases of the digestive system
556,idiopathic proctocolitis,diseases of the digestive system,noninfective enteritis and colitis,diseases of the digestive system
557,vascular insufficiency of intestine,diseases of the digestive system,noninfective enteritis and colitis,diseases of the digestive system
558,other noninfective gastroenteritis and colitis,diseases of the digestive system,noninfective enteritis and colitis,diseases of the digestive system
560,intestinal obstruction without mention of hernia,diseases of the digestive system,other diseases of intestines and peritoneum,diseases of the digestive system
562,diverticula of intestine,diseases of the digestive system,other diseases of intestines and peritoneum,diseases of the digestive system
564,"functional digestive disorders, not elsewhere classified",diseases of the digestive system,other diseases of intestines and peritoneum,diseases of the digestive system
565,anal fissure and fistula,diseases of the digestive system,other diseases of intestines and peritoneum,diseases of the digestive system
566,abscess of anal and rectal regions,diseases of the digestive system,other diseases of intestines and peritoneum,diseases of the digestive system
567,peritonitis,diseases of the digestive system,other diseases of intestines and peritoneum,diseases of the digestive system
568,other disorders of peritoneum,diseases of the digestive system,other diseases of intestines and peritoneum,diseases of the digestive system
569,other disorders of intestine,diseases of the digestive system,other diseases of intestines and peritoneum,diseases of the digestive system
570,acute and subacute necrosis of liver,diseases of the digestive system,other diseases of digestive system,diseases of the digestive system
571,chronic liver disease and cirrhosis,diseases of the digestive system,other diseases of digestive system,diseases of the digestive system
572,liver abscess and sequelae of chronic liver disease,diseases of the digestive system,other diseases of digestive system,diseases of the digestive system
573,other disorders of liver,diseases of the digestive system,other diseases of digestive system,diseases of the digestive system
574,cholelithiasis,diseases of the digestive system,other diseases of digestive system,diseases of the digestive system
575,other disorders of gallbladder,diseases of the digestive system,other diseases of digestive system,diseases of the digestive system
576,other disorders of biliary tract,diseases of the digestive system,other diseases of digestive system,diseases of the digestive system
577,diseases of pancreas,diseases of the digestive system,other diseases of digestive system,diseases of the digestive system
578,gastrointestinal haemorrhage,diseases of the digestive system,other diseases of digestive system,diseases of the digestive system
579,intestinal malabsorption,diseases of the digestive system,other diseases of digestive system,diseases of the digestive system
580,acute glomerulonephritis,diseases of the genitourinary system,"nephritis, nephrotic syndrome ans nephrosis",diseases of the genitourinary system
581,nephrotic syndrome,diseases of the genitourinary system,"nephritis, nephrotic syndrome ans nephrosis",diseases of the genitourinary system
582,chronic glomerulonephritis,diseases of the genitourinary system,"nephritis, nephrotic syndrome ans nephrosis",diseases of the genitourinary system
583,"nephritis and nephropathy, not specified as acute or chronic",diseases of the genitourinary system,"nephritis, nephrotic syndrome ans nephrosis",diseases of the genitourinary system
584,acute renal failure,diseases of the genitourinary system,"nephritis, nephrotic syndrome ans nephrosis",diseases of the genitourinary system
585,chronic renal failure,diseases of the genitourinary system,"nephritis, nephrotic syndrome ans nephrosis",diseases of the genitourinary system
586,"renal failure, unspecified",diseases of the genitourinary system,"nephritis, nephrotic syndrome ans nephrosis",diseases of the genitourinary system
587,"renal sclerosis, unspecified",diseases of the genitourinary system,"nephritis, nephrotic syndrome ans nephrosis",diseases of the genitourinary system
588,disorders resulting from impaired renal function,diseases of the genitourinary system,"nephritis, nephrotic syndrome ans nephrosis",diseases of the genitourinary system
589,small kidney of unknown cause,diseases of the genitourinary system,"nephritis, nephrotic syndrome ans nephrosis",diseases of the genitourinary system
590,infections of kidney,diseases of the genitourinary system,other diseases of the urinary system,diseases of the genitourinary system
591,hydronephrosis,diseases of the genitourinary system,other diseases of the urinary system,diseases of the genitourinary system
592,calculus of kidney and ureter,diseases of the genitourinary system,other diseases of the urinary system,diseases of the genitourinary system
593,other disorders of kidney and ureter,diseases of the genitourinary system,other diseases of the urinary system,diseases of the genitourinary system
594,calculus of lower urinary tract,diseases of the genitourinary system,other diseases of the urinary system,diseases of the genitourinary system
595,cystitis,diseases of the genitourinary system,other diseases of the urinary system,diseases of the genitourinary system
596,other disorders of bladder,diseases of the genitourinary system,other diseases of the urinary system,diseases of the genitourinary system
597,"urethritis, not sexually transmitted, and urethral syndrome",diseases of the genitourinary system,other diseases of the urinary system,diseases of the genitourinary system
598,urethral stricture,diseases of the genitourinary system,other diseases of the urinary system,diseases of the genitourinary system
599,other disorders of urethra and urinary tract,diseases of the genitourinary system,other diseases of the urinary system,diseases of the genitourinary system
600,hyperplasia of prostrate,diseases of the genitourinary system,diseases of the male genital organs,diseases of the genitourinary system
601,inflammatory diseases of prostrate,diseases of the genitourinary system,diseases of the male genital organs,diseases of the genitourinary system
602,other disorders of prostate,diseases of the genitourinary system,diseases of the male genital organs,diseases of the genitourinary system
603,hydrocele,diseases of the genitourinary system,diseases of the male genital organs,diseases of the genitourinary system
604,orchitis and epididymitis,diseases of the genitourinary system,diseases of the male genital organs,diseases of the genitourinary system
605,redundant prepuce and phimosis,diseases of the genitourinary system,diseases of the male genital organs,diseases of the genitourinary system
606,"infertility, male",diseases of the genitourinary system,diseases of the male genital organs,diseases of the genitourinary system
607,disorders of penis,diseases of the genitourinary system,diseases of the male genital organs,diseases of the genitourinary system
608,other disorders of male genital organs,diseases of the genitourinary system,diseases of the male genital organs,diseases of the genitourinary system
610,benign mammary dysplasias,diseases of the genitourinary system,disorders of the breast,diseases of the genitourinary system
611,other disorders of breast,diseases of the genitourinary system,disorders of the breast,diseases of the genitourinary system
614,"inflammatory disease of ovary, fallopian tube, pelvic cellular tissue and peritoneum",diseases of the genitourinary system,inflammatory disease of female pelvic organs,diseases of the genitourinary system
615,"inflammatory diseases of uterus, except cervix",diseases of the genitourinary system,inflammatory disease of female pelvic organs,diseases of the genitourinary system
616,"inflammatory disease of cervix, vagina and vulva",diseases of the genitourinary system,inflammatory disease of female pelvic organs,diseases of the genitourinary system
617,endometriosis,diseases of the genitourinary system,other disorders of female genital tract,diseases of the genitourinary system
618,genital prolapse,diseases of the genitourinary system,other disorders of female genital tract,diseases of the genitourinary system
619,fistulae involving female genital tract,diseases of the genitourinary system,other disorders of female genital tract,diseases of the genitourinary system
620,"noninflammatory disorders of ovary, fallopian tube and broad ligament",diseases of the genitourinary system,other disorders of female genital tract,diseases of the genitourinary system
621,"disorders of uterus, not elsewhere classified",diseases of the genitourinary system,other disorders of female genital tract,diseases of the genitourinary system
622,noninflammatory disorders of cervix,diseases of the genitourinary system,other disorders of female genital tract,diseases of the genitourinary system
