code,description,category,subcategory,commoncat
146.0,tonsil,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
146.1,tonsillar fossa,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
146.2,tonsillar pillars (anterior) (posterior),neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
146.3,vallecula,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
146.4,anterior aspect of epiglottis,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
146.5,junctional region,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
146.6,lateral wall of oropharynx,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
146.7,posterior wall of oropharynx,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
146.8,other,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
146.9,"oropharynx, unspecified",neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
147,malignant neoplasm of nasopharynx,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
147.0,superior wall,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
147.1,posterior wall,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
147.2,lateral wall,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
147.3,anterior wall,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
147.8,other,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
147.9,"nasopharynx, unspecified",neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
148,malignant neoplasm of hypopharynx,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
148.0,postcricoid region,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
148.1,pyriform sinus,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
148.2,"aryepiglottic fold, hypopharyngeal aspect",neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
148.3,posterior hypopharyngeal wall,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
148.8,other,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
148.9,"hypopharynx, unspecified",neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
149,"malignant neoplasm of other and ill-defined sites within the lip, oral cavity and pharynx",neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
149.0,"pharynx, unspecified",neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
149.1,waldeyer's ring,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
149.8,other,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
149.9,ill-defined,neoplasms,"malignant neoplasm of lip, oral cavity and pharynx",neoplasms
150,malignant neoplasm of oesophagus,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
150.0,cervical part,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
150.1,thoracic part,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
150.2,abdominal part,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
150.3,upper third,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
150.4,middle third,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
150.5,lower third,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
150.8,other,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
150.9,"oesophagus, unspecified",neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
151,malignant neoplasm of stomach,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
151.0,cardia,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
151.1,pylorus,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
151.2,pyloric antrum,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
151.3,fundus of stomach,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
151.4,body of stomach,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
151.5,"lesser curvature, unspecified",neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
151.6,"greater curvature, unspecified",neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
151.8,other,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
151.9,"stomach, unspecified",neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
152,"malignant neoplasm of small intestine, including duodenum",neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
152.0,duodenum,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
152.1,jejunum,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
152.2,ileum,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
152.3,meckel's diverticulum,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
152.8,other,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
152.9,"small intestine, unspecified",neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
153,malignant neoplasm of colon,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
153.0,hepatic flexure,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
153.1,transverse colon,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
153.2,descending colon,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
153.3,sigmoid colon,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
153.4,caecum,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
153.5,appendix,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
153.6,ascending colon,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
153.7,splenic flexure,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
153.8,other,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
153.9,"colon, unspecified",neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
154,"malignant neoplasm of rectum, rectosigmoid junction and anus",neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
154.0,rectosigmoid junction,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
154.1,rectum,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
154.2,anal canal,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
154.3,"anus, unspecified",neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
154.8,other,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
155,malignant neoplasm of liver and intrahepatic bile ducts,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
155.0,"liver, primary",neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
155.1,intrahepatic bile ducts,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
155.2,"liver, not specified as primary or secondary",neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
156,malignant neoplasm of gallbladder and extrahepatic bile ducts,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
156.0,gallbladder,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
156.1,extrahepatic bile ducts,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
156.2,ampulla of vater,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
156.8,other,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
156.9,"biliary tract,part unspecified",neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
157,malignant neoplasm of pancreas,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
157.0,head of pancreas,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
157.1,body of pancreas,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
157.2,tail of pancreas,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
157.3,pancreatic duct,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
157.4,islets of langerhans,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
157.8,other,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
157.9,part unspecified,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
158,malignant neoplasm of retroperitoneum and peritoneum,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
158.0,retroperitoneum,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
158.8,specified parts of peritoneum,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
158.9,"peritoneum, unspecified",neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
159,malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
159.0,"intestinal tract, part unspecified",neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
159.1,"spleen, not elsewhere classified",neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
159.8,other,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
159.9,ill-defined,neoplasms,malignant neoplasm of digestive organs and peritoneum,neoplasms
160,"malignant neoplasm of nasal cavities, middle ear and accessory sinuses",neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
160.0,nasal cavities,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
160.1,"auditory tube, middle ear and mastoid air cells",neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
160.2,maxillary sinus,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
160.3,ethmoidal sinus,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
160.4,frontal sinus,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
160.5,sphenoidal sinus,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
160.8,other,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
160.9,"accessory sinus, unspecified",neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
161,malignant neoplasm of larynx,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
161.0,glottis,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
161.1,supraglottis,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
161.2,subglottis,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
161.3,laryngeal cartilages,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
161.8,other,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
161.9,"larynx, unspecified",neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
162,"malignant neoplasm of trachea, bronchus and lung",neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
162.0,trachea,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
162.2,main bronchus,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
162.3,"upper lobe, bronchus or lung",neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
162.4,"middle lobe, bronchus or lung",neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
162.5,"lower lobe, bronchus or lung",neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
162.8,other,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
162.9,"bronchus and lung, unspecified",neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
163,malignant neoplasm of pleura,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
163.0,parietal,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
163.1,visceral,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
163.8,other,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
163.9,"pleura, unspecified",neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
164,"malignant neoplasm of thymus, heart and mediastinum",neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
164.0,thymus,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
164.1,heart,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
164.2,anterior mediastinum,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
164.3,posterior mediastinum,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
164.8,other,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
164.9,"mediastinum, part unspecified",neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
165,malignant neoplasm of other and ill-defined sites within the respiratory system and intrathoracic organs,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
165.0,"upper respiratory tract, part unspecified",neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
165.8,other,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
165.9,ill-defined sites within the respiratory system,neoplasms,malignant neoplasm of respiratory and intrathoracic organs,neoplasms
170,malignant neoplasm of bone and articular cartilage,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
170.0,bones of skull and face,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
170.1,lower jaw bone,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
170.2,"vertebral column, excluding sacrum and coccyx",neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
170.3,"ribs, sternum and clavicle",neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
170.4,long bones of upper limb and scapula,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
170.5,"upper limb, short bones",neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
170.6,"pelvic bones, sacrum and coccyx",neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
170.7,"lower limb, long bones",neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
170.8,"lower limb, short bones",neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
170.9,site unspecified,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
171,malignant neoplasm of connective and other soft tissue,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
171.0,"head, face and neck",neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
171.2,"upper limb, including shoulder",neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
171.3,"lower limb, including hip",neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
171.4,thorax,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
171.5,abdomen,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
171.6,pelvis,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
171.7,"trunk, unspecified",neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
171.8,other,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
171.9,site unspecified,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
172,malignant melanoma of skin,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
172.0,lip,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
172.1,"eyelid, including canthus",neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
172.2,ear and external auricular canal,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
172.3,other and unspecified parts of face,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
172.4,scalp and neck,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
172.5,"trunk, except scrotum",neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
172.6,upper limb including shoulder,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
172.7,lower limb including hip,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
172.8,other,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
172.9,site unspecified,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
173,other malignant neoplasm of skin,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
173.0,skin of lip,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
173.1,"eyelid, including canthus",neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
173.2,ear and external auricular canal,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
173.3,skin of other and unspecified parts of face,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
173.4,scalp and skin of neck,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
173.5,"skin of trunk, except scrotum",neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
173.6,"skin of upper limb, including shoulder",neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
173.7,"skin of lower limb, including hip",neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
173.8,other,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
173.9,site unspecified,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
174,malignant neoplasm of female breast,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
174.0,nipple and areola,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
174.1,central portion,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
174.2,upper-inner quadrant,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
174.3,lower-inner quadrant,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
174.4,upper-outer quadrant,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
174.5,lower-outer quadrant,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
174.6,axillary tail,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
174.8,other,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
174.9,"breast, unspecified",neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
175,malignant neoplasm of male breast,neoplasms,"malignant neoplasm of bone, connective tissue, skin and breast",neoplasms
179,"malignant neoplasm of uterus, part unspecified",neoplasms,malignant neoplasm of genitourinary organs,neoplasms
180,malignant neoplasm of cervix uteri,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
180.0,endocervix,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
180.1,exocervix,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
180.8,other,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
180.9,"cervix uteri, unspecified",neoplasms,malignant neoplasm of genitourinary organs,neoplasms
181,malignant neoplasm of placenta,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
182,malignant neoplasm of body of uterus,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
182.0,"corpus uteri, except isthmus",neoplasms,malignant neoplasm of genitourinary organs,neoplasms
182.1,isthmus,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
182.8,other,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
183,malignant neoplasm of ovary and other uterine adnexa,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
183.0,ovary,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
183.2,fallopian tube,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
183.3,broad ligament,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
183.4,parametrium,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
183.5,round ligament,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
183.8,other,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
183.9,"uterine adnexa, unspecified",neoplasms,malignant neoplasm of genitourinary organs,neoplasms
184,malignant neoplasm of other and unspecified female genital organs,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
184.0,vagina,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
184.1,labia majora,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
184.2,labia minora,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
184.3,clitoris,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
184.4,"vulva, unspecified",neoplasms,malignant neoplasm of genitourinary organs,neoplasms
184.8,other,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
184.9,site unspecified,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
185,malignant neoplasm of prostate,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
186,malignant neoplasm of testis,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
186.0,undescended,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
186.9,other and unspecified,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
187,malignant neoplasm of penis and other male genital organs,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
187.1,prepuce,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
187.2,glans penis,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
187.3,body of penis,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
187.4,"penis, part unspecified",neoplasms,malignant neoplasm of genitourinary organs,neoplasms
187.5,epididymis,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
187.6,spermatic cord,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
187.7,scrotum,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
187.8,other,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
187.9,site unspecified,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
188,malignant neoplasm of bladder,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
188.0,trigone,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
188.1,dome,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
188.2,lateral wall,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
188.3,anterior wall,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
188.4,posterior wall,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
188.5,bladder neck,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
188.6,ureteric orifice,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
188.7,urachus,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
188.8,other,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
188.9,part unspecified,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
189,malignant neoplasm of kidney and other and unspecified urinary organs,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
189.0,"kidney, except pelvis",neoplasms,malignant neoplasm of genitourinary organs,neoplasms
189.1,renal pelvis,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
189.2,ureter,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
189.3,urethra,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
189.4,paraurethral glands,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
189.8,other,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
189.9,site unspecified,neoplasms,malignant neoplasm of genitourinary organs,neoplasms
190,malignant neoplasm of eye,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
190.0,"eyeball, except conjunctiva, cornea, retina and choroid",neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
190.1,orbit,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
190.2,lacrimal gland,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
190.3,conjunctiva,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
190.4,cornea,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
190.5,retina,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
190.6,choroid,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
190.7,lacrimal duct,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
190.8,other,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
190.9,part unspecified,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
191,malignant neoplasm of brain,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
191.0,"cerebrum, except lobes and ventricles",neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
191.1,frontal lobe,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
191.2,temporal lobe,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
191.3,parietal lobe,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
191.4,occipital lobe,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
191.5,ventricle,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
191.6,cerebellum,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
191.7,brain stem,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
191.8,other,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
191.9,"brain, unspecified",neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
192,malignant neoplasm of other and unspecified parts of nervous system,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
192.0,cranial nerves,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
192.1,cerebral meninges,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
192.2,spinal cord,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
192.3,spinal meninges,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
192.8,other,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
192.9,part unspecified,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
193,malignant neoplasm of thyroid gland,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
194,malignant neoplasm of other endocrine glands and related structures,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
194.0,suprarenal gland,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
194.1,parathyroid gland,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
194.3,pituitary gland and craniopharyngeal duct,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
194.4,pineal gland,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
194.5,carotid body,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
194.6,aortic body and other paraganglia,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
194.8,other,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
194.9,site unspecified,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
195,malignant neoplasm of other and ill-defined sites,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
195.0,"head, face and neck",neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
195.1,thorax,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
195.2,abdomen,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
195.3,pelvis,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
195.4,upper limb,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
195.5,lower limb,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
195.8,other specified sites,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
196,secondary and unspecified malignant neoplasm of lymph nodes,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
196.0,"head, face and neck",neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
196.1,intrathoracic,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
196.2,intra-abdominal,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
196.3,axilla and upper limb,neoplasms,malignant neoplasm of other and unspecified sites,neoplasms
