code,description,category,subcategory,commoncat,description_clean,icd10subcategory,MatchStage,MatchedBDescription
343,infantile cerebral palsy,diseases of nervous system and sense organs,other disorders of the central nervous system,diseases of the nervous system and sensory organs,infantile cerebral palsy,other disorders of the nervous system,subcategory,
344,other paralytic syndromes,diseases of nervous system and sense organs,other disorders of the central nervous system,diseases of the nervous system and sensory organs,other paralytic syndromes,other disorders of the nervous system,subcategory,
345,epilepsy,diseases of nervous system and sense organs,other disorders of the central nervous system,diseases of the nervous system and sensory organs,epilepsy,other disorders of the nervous system,subcategory,
346,migraine,diseases of nervous system and sense organs,other disorders of the central nervous system,diseases of the nervous system and sensory organs,migraine,other disorders of the nervous system,subcategory,
347,cataplexy and narcolepsy,diseases of nervous system and sense organs,other disorders of the central nervous system,diseases of the nervous system and sensory organs,cataplexy and narcolepsy,other disorders of the nervous system,subcategory,
348,other conditions of brain,diseases of nervous system and sense organs,other disorders of the central nervous system,diseases of the nervous system and sensory organs,other conditions of brain,other disorders of the nervous system,subcategory,
349,other and unspecified disorders of the nervous system,diseases of nervous system and sense organs,other disorders of the central nervous system,diseases of the nervous system and sensory organs,other and unspecified disorders of the nervous system,other disorders of the nervous system,subcategory,
350,trigeminal nerve disorders,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs,trigeminal nerve disorders,polyneuropathies and other disorders of the peripheral nervous system,subcategory,
351,facial nerve disorders,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs,facial nerve disorders,polyneuropathies and other disorders of the peripheral nervous system,subcategory,
352,disorders of other cranial nerves,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs,disorders of other cranial nerves,polyneuropathies and other disorders of the peripheral nervous system,subcategory,
353,nerve root and plexus disorders,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs,nerve root and plexus disorders,polyneuropathies and other disorders of the peripheral nervous system,subcategory,
354,mononeuritis of upper limb and mononeuritis multiplex,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs,mononeuritis of upper limb and mononeuritis multiplex,polyneuropathies and other disorders of the peripheral nervous system,subcategory,
355,mononeuritis of lower limb,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs,mononeuritis of lower limb,polyneuropathies and other disorders of the peripheral nervous system,subcategory,
356,hereditary and idiopathic peripheral neuropathy,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs,hereditary and idiopathic peripheral neuropathy,polyneuropathies and other disorders of the peripheral nervous system,subcategory,
357,inflammatory and toxic neuropathy,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs,inflammatory and toxic neuropathy,polyneuropathies and other disorders of the peripheral nervous system,subcategory,
358,myoneural disorders,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs,myoneural disorders,polyneuropathies and other disorders of the peripheral nervous system,subcategory,
359,muscular dystrophies and other myopathies,diseases of nervous system and sense organs,disorders of the peripheral nervous system,diseases of the nervous system and sensory organs,muscular dystrophies and other myopathies,polyneuropathies and other disorders of the peripheral nervous system,subcategory,
360,disorders of the globe,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,disorders of the globe,disorders of vitreous body and globe,skipped_subcategory,disorders of globe
361,retinal detachments and defects,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,retinal detachments and defects,disorders of choroid and retina,skipped_subcategory,retinal detachments and breaks
362,other retinal disorders,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,other retinal disorders,disorders of choroid and retina,skipped_subcategory,other retinal disorders
363,chorioretinal inflammations and scars and other disorders of choroid,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,chorioretinal inflammations and scars and other disorders of choroid,disorders of choroid and retina,skipped_subcategory,other disorders of choroid
364,disorders of iris and ciliary body,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,disorders of iris and ciliary body,"disorders of sclera, cornea, iris and ciliary body",skipped_subcategory,other disorders of iris and ciliary body
365,glaucoma,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,glaucoma,glaucoma,skipped_subcategory,glaucoma
366,cataract,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,cataract,disorders of lens,skipped_subcategory,age-related cataract
367,disorders of refraction and accommodation,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,disorders of refraction and accommodation,"disorders of ocular muscles, binocular movement, accommodation and refraction",skipped_subcategory,disorders of refraction and accommodation
368,visual disturbances,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,visual disturbances,visual disturbances and blindness,skipped_subcategory,visual disturbances
369,blindness and low vision,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,blindness and low vision,visual disturbances and blindness,skipped_subcategory,blindness and low vision
370,keratitis,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,keratitis,"disorders of sclera, cornea, iris and ciliary body",skipped_subcategory,keratitis
371,corneal opacity and other disorders of cornea,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,corneal opacity and other disorders of cornea,"disorders of sclera, cornea, iris and ciliary body",skipped_subcategory,other disorders of cornea
372,disorders of conjunctiva,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,disorders of conjunctiva,disorders of conjunctiva,skipped_subcategory,other disorders of conjunctiva
373,inflammation of eyelids,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,inflammation of eyelids,"disorders of eyelid, lacrimal system and orbit",skipped_subcategory,other inflammation of eyelid
374,other disorders of eyelids,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,other disorders of eyelids,"disorders of eyelid, lacrimal system and orbit",skipped_subcategory,other disorders of eyelid
375,disorders of lacrimal system,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,disorders of lacrimal system,"disorders of eyelid, lacrimal system and orbit",skipped_subcategory,disorders of lacrimal system
376,disorders of the orbit,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,disorders of the orbit,"disorders of eyelid, lacrimal system and orbit",skipped_subcategory,disorders of orbit
377,disorders of optic nerve and visual pathways,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,disorders of optic nerve and visual pathways,disorders of optic nerve and visual pathways,skipped_subcategory,other disorders of optic [2nd] nerve and visual pathways
378,strabismus and other disorders of binocular eye movements,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,strabismus and other disorders of binocular eye movements,"disorders of ocular muscles, binocular movement, accommodation and refraction",skipped_subcategory,other strabismus
379,other disorders of eye,diseases of nervous system and sense organs,disorders of the eye and adnexa,diseases of the nervous system and sensory organs,other disorders of eye,other disorders of eye and adnexa,skipped_subcategory,other disorders of eye and adnexa
380,disorders of external ear,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs,disorders of external ear,diseases of external ear,skipped_subcategory,other disorders of external ear
381,nonsuppurative otitis media and eustachian tube disorders,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs,nonsuppurative otitis media and eustachian tube disorders,diseases of middle ear and mastoid,skipped_subcategory,nonsuppurative otitis media
382,suppurative and unspecified otitis media,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs,suppurative and unspecified otitis media,diseases of middle ear and mastoid,skipped_subcategory,suppurative and unspecified otitis media
383,mastoiditis and related conditions,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs,mastoiditis and related conditions,diseases of middle ear and mastoid,skipped_subcategory,mastoiditis and related conditions
384,other disorders of tympanic membrane,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs,other disorders of tympanic membrane,diseases of middle ear and mastoid,skipped_subcategory,other disorders of tympanic membrane
385,other disorders of middle ear and mastoid,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs,other disorders of middle ear and mastoid,diseases of middle ear and mastoid,skipped_subcategory,other disorders of middle ear mastoid
386,vertiginous syndromes and other disorders of vestibular system,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs,vertiginous syndromes and other disorders of vestibular system,disorders of lens,skipped_subcategory,other disorders of lens
387,otosclerosis,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs,otosclerosis,diseases of inner ear,skipped_subcategory,otosclerosis
388,other disorders of ear,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs,other disorders of ear,diseases of external ear,skipped_subcategory,other disorders of external ear
389,deafness,diseases of nervous system and sense organs,disorders of ear and mastoid process,diseases of the nervous system and sensory organs,deafness,,skipped_subcategory,
390,rheumatic fever without mention of heart involvement,diseases of the circulatory system,acute rheumatic fever,diseases of the circulatory system,rheumatic fever without mention of heart involvement,acute rheumatic fever,subcategory,
391,rheumatic fever with heart involvement,diseases of the circulatory system,acute rheumatic fever,diseases of the circulatory system,rheumatic fever with heart involvement,acute rheumatic fever,subcategory,
392,rheumatic chorea,diseases of the circulatory system,acute rheumatic fever,diseases of the circulatory system,rheumatic chorea,acute rheumatic fever,subcategory,
393,chronic rheumatic pericarditis,diseases of the circulatory system,chronic rheumatic heart disease,diseases of the circulatory system,chronic rheumatic pericarditis,chronic rheumatic heart diseases,subcategory,
394,diseases of mitral valve,diseases of the circulatory system,chronic rheumatic heart disease,diseases of the circulatory system,diseases of mitral valve,chronic rheumatic heart diseases,subcategory,
395,diseases of aortic valve,diseases of the circulatory system,chronic rheumatic heart disease,diseases of the circulatory system,diseases of aortic valve,chronic rheumatic heart diseases,subcategory,
396,diseases of mitral and aortic valves,diseases of the circulatory system,chronic rheumatic heart disease,diseases of the circulatory system,diseases of mitral and aortic valves,chronic rheumatic heart diseases,subcategory,
397,diseases of other endocardial structures,diseases of the circulatory system,chronic rheumatic heart disease,diseases of the circulatory system,diseases of other endocardial structures,chronic rheumatic heart diseases,subcategory,
398,other rheumatic heart disease,diseases of the circulatory system,chronic rheumatic heart disease,diseases of the circulatory system,other rheumatic heart disease,chronic rheumatic heart diseases,subcategory,
401,essential hypertension,diseases of the circulatory system,hypertensive disease,diseases of the circulatory system,essential hypertension,hypertensive diseases,subcategory,
402,hypertensive heart disease,diseases of the circulatory system,hypertensive disease,diseases of the circulatory system,hypertensive heart disease,hypertensive diseases,subcategory,
403,hypertensive renal disease,diseases of the circulatory system,hypertensive disease,diseases of the circulatory system,hypertensive renal disease,hypertensive diseases,subcategory,
404,hypertensive heart and renal disease,diseases of the circulatory system,hypertensive disease,diseases of the circulatory system,hypertensive heart and renal disease,hypertensive diseases,subcategory,
405,secondary hypertension,diseases of the circulatory system,hypertensive disease,diseases of the circulatory system,secondary hypertension,hypertensive diseases,subcategory,
410,acute myocardial infarction,diseases of the circulatory system,ischaemic heart disease,diseases of the circulatory system,acute myocardial infarction,ischemic heart diseases,subcategory,
411,other acute and subacute forms of ischaemic heart disease,diseases of the circulatory system,ischaemic heart disease,diseases of the circulatory system,other acute and subacute forms of ischaemic heart disease,ischemic heart diseases,subcategory,
412,old myocardial infarction,diseases of the circulatory system,ischaemic heart disease,diseases of the circulatory system,old myocardial infarction,ischemic heart diseases,subcategory,
413,angina pectoris,diseases of the circulatory system,ischaemic heart disease,diseases of the circulatory system,angina pectoris,ischemic heart diseases,subcategory,
414,other forms of chronic ischaemic heart disease,diseases of the circulatory system,ischaemic heart disease,diseases of the circulatory system,other forms of chronic ischaemic heart disease,ischemic heart diseases,subcategory,
415,acute pulmonary heart disease,diseases of the circulatory system,diseases of pulmonary circulation,diseases of the circulatory system,acute pulmonary heart disease,pulmonary heart disease and diseases of pulmonary circulation,subcategory,
416,chronic pulmonary heart disease,diseases of the circulatory system,diseases of pulmonary circulation,diseases of the circulatory system,chronic pulmonary heart disease,pulmonary heart disease and diseases of pulmonary circulation,subcategory,
417,other diseases of pulmonary circulation,diseases of the circulatory system,diseases of pulmonary circulation,diseases of the circulatory system,other diseases of pulmonary circulation,pulmonary heart disease and diseases of pulmonary circulation,subcategory,
420,acute pericarditis,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system,acute pericarditis,other forms of heart disease,subcategory,
421,acute and subacute endocarditis,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system,acute and subacute endocarditis,other forms of heart disease,subcategory,
422,acute myocarditis,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system,acute myocarditis,other forms of heart disease,subcategory,
423,other diseases of pericardium,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system,other diseases of pericardium,other forms of heart disease,subcategory,
424,other diseases of endocardium,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system,other diseases of endocardium,other forms of heart disease,subcategory,
425,cardiomyopathy,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system,cardiomyopathy,other forms of heart disease,subcategory,
426,conduction disorders,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system,conduction disorders,other forms of heart disease,subcategory,
427,cardiac dysrhythmias,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system,cardiac dysrhythmias,other forms of heart disease,subcategory,
428,heart failure,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system,heart failure,other forms of heart disease,subcategory,
429,ill-defined descriptions and complications of heart disease,diseases of the circulatory system,other forms of heart diseases,diseases of the circulatory system,illdefined descriptions and complications of heart disease,other forms of heart disease,subcategory,
430,subarachnoid haemorrhage,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system,subarachnoid haemorrhage,cerebrovascular diseases,subcategory,
431,intracerebral haemorrhage,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system,intracerebral haemorrhage,cerebrovascular diseases,subcategory,
432,other and unspecified intracranial haemorrhage,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system,other and unspecified intracranial haemorrhage,cerebrovascular diseases,subcategory,
433,occlusion and stenosis of precerebral arteries,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system,occlusion and stenosis of precerebral arteries,cerebrovascular diseases,subcategory,
434,occlusion of cerebral arteries,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system,occlusion of cerebral arteries,cerebrovascular diseases,subcategory,
435,transient cerebral ischaemia,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system,transient cerebral ischaemia,cerebrovascular diseases,subcategory,
436,acute but ill-defined cerebrovascular disease,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system,acute but illdefined cerebrovascular disease,cerebrovascular diseases,subcategory,
437,other and ill-defined cerebrovascular disease,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system,other and illdefined cerebrovascular disease,cerebrovascular diseases,subcategory,
438,late effects of cerebrovascular disease,diseases of the circulatory system,cerebrovascular disease,diseases of the circulatory system,late effects of cerebrovascular disease,cerebrovascular diseases,subcategory,
440,atherosclerosis,diseases of the circulatory system,"diseases of arteries, arterioles and capillaries",diseases of the circulatory system,atherosclerosis,"diseases of arteries, arterioles and capillaries",subcategory,
441,aortic aneurysm,diseases of the circulatory system,"diseases of arteries, arterioles and capillaries",diseases of the circulatory system,aortic aneurysm,"diseases of arteries, arterioles and capillaries",subcategory,
442,other aneurysm,diseases of the circulatory system,"diseases of arteries, arterioles and capillaries",diseases of the circulatory system,other aneurysm,"diseases of arteries, arterioles and capillaries",subcategory,
443,other peripheral vascular disease,diseases of the circulatory system,"diseases of arteries, arterioles and capillaries",diseases of the circulatory system,other peripheral vascular disease,"diseases of arteries, arterioles and capillaries",subcategory,
444,arterial embolism and thrombosis,diseases of the circulatory system,"diseases of arteries, arterioles and capillaries",diseases of the circulatory system,arterial embolism and thrombosis,"diseases of arteries, arterioles and capillaries",subcategory,
446,polyarteritis nodosa and allied conditions,diseases of the circulatory system,"diseases of arteries, arterioles and capillaries",diseases of the circulatory system,polyarteritis nodosa and allied conditions,"diseases of arteries, arterioles and capillaries",subcategory,
447,other disorders of arteries and arterioles,diseases of the circulatory system,"diseases of arteries, arterioles and capillaries",diseases of the circulatory system,other disorders of arteries and arterioles,"diseases of arteries, arterioles and capillaries",subcategory,
448,diseases of capillaries,diseases of the circulatory system,"diseases of arteries, arterioles and capillaries",diseases of the circulatory system,diseases of capillaries,"diseases of arteries, arterioles and capillaries",subcategory,
451,phlebitis and thrombophlebitis,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system,phlebitis and thrombophlebitis,,skipped_subcategory,
452,portal vein thrombosis,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system,portal vein thrombosis,"diseases of veins, lymphatic vessels and lymph nodes, nec",skipped_subcategory,portal vein thrombosis
453,other venous embolism and thrombosis,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system,other venous embolism and thrombosis,"diseases of veins, lymphatic vessels and lymph nodes, nec",skipped_subcategory,other venous embolism and thrombosis
454,varicose veins of lower extremities,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system,varicose veins of lower extremities,"diseases of veins, lymphatic vessels and lymph nodes, nec",skipped_subcategory,varicose veins of lower extremities
455,haemorrhoids,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system,haemorrhoids,,skipped_subcategory,
456,varicose veins of other sites,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system,varicose veins of other sites,"diseases of veins, lymphatic vessels and lymph nodes, nec",skipped_subcategory,varicose veins of other sites
457,noninfective disorders of lymphatic channels,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system,noninfective disorders of lymphatic channels,"diseases of veins, lymphatic vessels and lymph nodes, nec",skipped_subcategory,other noninfective disorders of lymphatic vessels and lymph nodes
458,hypotension,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system,hypotension,other and unspecified disorders of the circulatory system,skipped_subcategory,hypotension
459,other disorders of circulatory system,diseases of the circulatory system,"diseases of veins and lymphatics, and other diseaseas of circulatory system",diseases of the circulatory system,other disorders of circulatory system,other and unspecified disorders of the circulatory system,skipped_subcategory,other and unspecified disorders of circulatory system
460,acute nasopharyngitis (common cold),diseases of the respiratory system,acute respiratory infections,diseases of the respiratory system,acute nasopharyngitis common cold,acute upper respiratory infections,subcategory,
461,acute sinusitis,diseases of the respiratory system,acute respiratory infections,diseases of the respiratory system,acute sinusitis,acute upper respiratory infections,subcategory,
462,acute pharyngitis,diseases of the respiratory system,acute respiratory infections,diseases of the respiratory system,acute pharyngitis,acute upper respiratory infections,subcategory,
463,acute tonsillitis,diseases of the respiratory system,acute respiratory infections,diseases of the respiratory system,acute tonsillitis,acute upper respiratory infections,subcategory,
464,acute laryngitis and tracheitis,diseases of the respiratory system,acute respiratory infections,diseases of the respiratory system,acute laryngitis and tracheitis,acute upper respiratory infections,subcategory,
465,acute upper respiratory infections of multiple or unspecified site,diseases of the respiratory system,acute respiratory infections,diseases of the respiratory system,acute upper respiratory infections of multiple or unspecified site,acute upper respiratory infections,subcategory,
466,acute bronchitis and bronchiolitis,diseases of the respiratory system,acute respiratory infections,diseases of the respiratory system,acute bronchitis and bronchiolitis,acute upper respiratory infections,subcategory,
470,deflected nasal septum,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system,deflected nasal septum,other diseases of upper respiratory tract,subcategory,
471,nasal polyps,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system,nasal polyps,other diseases of upper respiratory tract,subcategory,
472,chronic pharyngitis and nasopharyngitis,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system,chronic pharyngitis and nasopharyngitis,other diseases of upper respiratory tract,subcategory,
473,chronic sinusitis,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system,chronic sinusitis,other diseases of upper respiratory tract,subcategory,
474,chronic disease of tonsils and adenoids,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system,chronic disease of tonsils and adenoids,other diseases of upper respiratory tract,subcategory,
475,peritonsillar abscess,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system,peritonsillar abscess,other diseases of upper respiratory tract,subcategory,
476,chronic laryngitis and laryngotracheitis,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system,chronic laryngitis and laryngotracheitis,other diseases of upper respiratory tract,subcategory,
477,allergic rhinitis,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system,allergic rhinitis,other diseases of upper respiratory tract,subcategory,
478,other diseases of upper respiratory tract,diseases of the respiratory system,other diseases of upper respiratory tract,diseases of the respiratory system,other diseases of upper respiratory tract,other diseases of upper respiratory tract,subcategory,
480,viral pneumonia,diseases of the respiratory system,pneumonia and influenza,diseases of the respiratory system,viral pneumonia,influenza and pneumonia,subcategory,
481,pneumococcal pneumonia,diseases of the respiratory system,pneumonia and influenza,diseases of the respiratory system,pneumococcal pneumonia,influenza and pneumonia,subcategory,
482,other bacterial pneumonia,diseases of the respiratory system,pneumonia and influenza,diseases of the respiratory system,other bacterial pneumonia,influenza and pneumonia,subcategory,
483,pneumonia due to other specified organism,diseases of the respiratory system,pneumonia and influenza,diseases of the respiratory system,pneumonia due to other specified organism,influenza and pneumonia,subcategory,
484,pneumonia in infectious diseases classified elsewhere,diseases of the respiratory system,pneumonia and influenza,diseases of the respiratory system,pneumonia in infectious diseases classified elsewhere,influenza and pneumonia,subcategory,
485,"bronchopneumonia, organism unspecified",diseases of the respiratory system,pneumonia and influenza,diseases of the respiratory system,bronchopneumonia organism unspecified,influenza and pneumonia,subcategory,
486,"pneumonia, organism unspecified",diseases of the respiratory system,pneumonia and influenza,diseases of the respiratory system,pneumonia organism unspecified,influenza and pneumonia,subcategory,
487,influenza,diseases of the respiratory system,pneumonia and influenza,diseases of the respiratory system,influenza,influenza and pneumonia,subcategory,
490,"bronchitis, not specified as acute or chronic",diseases of the respiratory system,chronic obstructive pulmonary disease and allied conditions,diseases of the respiratory system,bronchitis not specified as acute or chronic,other acute lower respiratory infections,skipped_subcategory,acute bronchitis
491,chronic bronchitis,diseases of the respiratory system,chronic obstructive pulmonary disease and allied conditions,diseases of the respiratory system,chronic bronchitis,chronic lower respiratory diseases,skipped_subcategory,"bronchitis, not specified as acute or chronic"
492,emphysema,diseases of the respiratory system,chronic obstructive pulmonary disease and allied conditions,diseases of the respiratory system,emphysema,chronic lower respiratory diseases,skipped_subcategory,emphysema
493,asthma,diseases of the respiratory system,chronic obstructive pulmonary disease and allied conditions,diseases of the respiratory system,asthma,chronic lower respiratory diseases,skipped_subcategory,asthma
494,bronchiectasis,diseases of the respiratory system,chronic obstructive pulmonary disease and allied conditions,diseases of the respiratory system,bronchiectasis,chronic lower respiratory diseases,skipped_subcategory,bronchiectasis
495,extrinsic allergic alveolitis,diseases of the respiratory system,chronic obstructive pulmonary disease and allied conditions,diseases of the respiratory system,extrinsic allergic alveolitis,,skipped_subcategory,
496,"chronic airways obstruction, not elsewhere classified",diseases of the respiratory system,chronic obstructive pulmonary disease and allied conditions,diseases of the respiratory system,chronic airways obstruction not elsewhere classified,,skipped_subcategory,
500,coalworkers' pneumoconiosis,diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system,coalworkers pneumoconiosis,lung diseases due to external agents,subcategory,
501,asbestosis,diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system,asbestosis,lung diseases due to external agents,subcategory,
502,pneumoconiosis due to other silica or silicates,diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system,pneumoconiosis due to other silica or silicates,lung diseases due to external agents,subcategory,
503,pneumoconiosis due to other inorganic dust,diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system,pneumoconiosis due to other inorganic dust,lung diseases due to external agents,subcategory,
504,pneumopathy due to inhalation of other dust,diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system,pneumopathy due to inhalation of other dust,lung diseases due to external agents,subcategory,
505,"pneumoconiosis, unspecified",diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system,pneumoconiosis unspecified,lung diseases due to external agents,subcategory,
506,respiratory conditions due to chemical fumes and vapours,diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system,respiratory conditions due to chemical fumes and vapours,lung diseases due to external agents,subcategory,
507,pneumonitis due to solids and liquids,diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system,pneumonitis due to solids and liquids,lung diseases due to external agents,subcategory,
508,respiratory conditions due to other and unspecified external agents,diseases of the respiratory system,pneumoconisoses and other lung diseases due to external agents,diseases of the respiratory system,respiratory conditions due to other and unspecified external agents,lung diseases due to external agents,subcategory,
510,empyema,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system,empyema,other diseases of the respiratory system,subcategory,
511,pleurisy,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system,pleurisy,other diseases of the respiratory system,subcategory,
512,pneumothorax,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system,pneumothorax,other diseases of the respiratory system,subcategory,
513,abscess of lung and mediastinum,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system,abscess of lung and mediastinum,other diseases of the respiratory system,subcategory,
514,pulmonary congestion and hypostasis,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system,pulmonary congestion and hypostasis,other diseases of the respiratory system,subcategory,
515,postinflammatory pulmonary fibrosis,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system,postinflammatory pulmonary fibrosis,other diseases of the respiratory system,subcategory,
516,other alveolar and parietoalveolar pneumopathy,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system,other alveolar and parietoalveolar pneumopathy,other diseases of the respiratory system,subcategory,
517,lung involvement in conditions classified elsewhere,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system,lung involvement in conditions classified elsewhere,other diseases of the respiratory system,subcategory,
518,other diseases of lung,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system,other diseases of lung,other diseases of the respiratory system,subcategory,
519,other diseases of respiratory system,diseases of the respiratory system,other diseases of respiratory system,diseases of the respiratory system,other diseases of respiratory system,other diseases of the respiratory system,subcategory,
520,disorders of tooth development and eruption,diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system,disorders of tooth development and eruption,diseases of oral cavity and salivary glands,subcategory,
521,diseases of hard tissues of teeth,diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system,diseases of hard tissues of teeth,diseases of oral cavity and salivary glands,subcategory,
522,diseases of pulp and periapical tissues,diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system,diseases of pulp and periapical tissues,diseases of oral cavity and salivary glands,subcategory,
523,gingival and periodontal diseases,diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system,gingival and periodontal diseases,diseases of oral cavity and salivary glands,subcategory,
